PX, uold3
416.108,1.08424
417.594,1.08424
419.08,1.08424
420.566,1.08424
422.052,1.08424
423.539,1.08424
425.025,1.08424
426.511,1.08424
427.997,1.08424
429.483,1.08424
430.969,1.08424
432.455,1.08424
433.941,1.08424
435.427,1.08424
436.913,1.08424
438.4,1.08424
439.886,1.08424
441.372,1.08424
442.858,1.08424
444.344,1.08424
445.83,1.08424
447.316,1.08424
448.802,1.08424
450.288,1.08424
451.774,1.08424
453.261,1.08424
454.747,1.08424
456.233,1.08424
457.719,1.08424
459.205,1.08424
460.691,1.08424
462.177,1.08424
463.663,1.08424
465.149,1.08424
466.635,1.08424
468.122,1.08424
469.608,1.08424
471.094,1.08424
472.58,1.08424
474.066,1.08424
475.552,1.08424
477.038,1.08424
478.524,1.08424
480.01,1.08424
481.496,1.08424
482.983,1.08424
484.469,1.08424
485.955,1.08424
487.441,1.08424
488.927,1.08424
490.413,1.08424
491.899,1.08424
493.385,1.08424
494.871,1.08424
496.357,1.08424
497.844,1.08424
499.33,1.08424
500.816,1.08424
502.302,1.08424
503.788,1.08424
505.274,1.08424
506.76,1.08424
508.246,1.08424
509.732,1.08424
511.218,1.08424
512.705,1.08424
514.191,1.08424
515.677,1.08424
517.163,1.08424
518.649,1.08424
520.135,1.08424
521.621,1.08424
523.107,1.08424
524.593,1.08424
526.079,1.08424
527.566,1.08424
529.052,1.08424
530.538,1.08424
532.024,1.08424
533.51,1.08424
534.996,1.08424
536.482,1.08424
537.968,1.08424
539.454,1.08424
540.94,1.08424
542.427,1.08424
543.913,1.08424
545.399,1.08424
546.885,1.08424
548.371,1.08424
549.857,1.08424
551.343,1.08424
552.829,1.08424
554.315,1.08424
555.801,1.08424
557.288,1.08424
558.774,1.08424
560.26,1.08424
561.746,1.08424
563.232,1.08424
564.718,1.08424
566.204,1.08424
567.69,1.08424
569.176,1.08424
570.662,1.08424
572.149,1.08424
573.635,1.08424
575.121,1.08424
576.607,1.08424
578.093,1.08424
579.579,1.08424
581.065,1.08424
582.551,1.08424
584.037,1.08424
585.523,1.08424
587.01,1.08424
588.496,1.08424
589.982,1.08424
591.468,1.08424
592.954,1.08424
594.44,1.08424
